ALL
"PAT_NO	ADM_DATE	DIS_DATE	TOT_NO_DXS	OCCURRENCE	DIAGNOSIS"
"					"
"22955677	1/6/00	1/19/00	9	5	787.6"
"					"
"22955677	1/6/00	1/19/00	9	6	788.3"
"					"
"22955677	1/6/00	1/19/00	9	7	714"
"					"
"22955677	1/6/00	1/19/00	9	8	1043.6"
"					"
"22955677	1/6/00	1/19/00	9	9	41.4"
"					"
"22965649	12/31/99	1/1/00	2	1	650"
"					"
"22965649	12/31/99	1/1/00	2	2	1027"
"					"
"22966663	2/28/00	2/29/00	7	1	385.03"
"					"
"22966663	2/28/00	2/29/00	7	2	291.2"
"					"
"22966663	2/28/00	2/29/00	7	3	384.24"
"					"
"22966663	2/28/00	2/29/00	7	4	382.3"
"					"
"22966663	2/28/00	2/29/00	7	5	351.9"
"					"
"22966663	2/28/00	2/29/00	7	6	303.93"
"					"
"22966663	2/28/00	2/29/00	7	7	401.9"
"					"
"22969609	1/22/00	1/23/00	5	1	663.11"
"					"
"22969609	1/22/00	1/23/00	5	2	664.01"
"					"
"22969609	1/22/00	1/23/00	5	3	666.02"
"					"
"22969609	1/22/00	1/23/00	5	4	654.21"
"					"
"22969609	1/22/00	1/23/00	5	5	1027"
"					"
"22976863	2/28/00	3/7/00	11	1	996.74"
"					"
"22976863	2/28/00	3/7/00	11	2	250.71"
"					"
"22976863	2/28/00	3/7/00	11	3	785.4"
"					"
"22976863	2/28/00	3/7/00	11	4	707.1"
"					"
"22976863	2/28/00	3/7/00	11	5	280"
"					"
"22976863	2/28/00	3/7/00	11	6	443.81"
"					"
"22976863	2/28/00	3/7/00	11	7	401.9"
"					"
"22976863	2/28/00	3/7/00	11	8	736.89"
"					"
"22976863	2/28/00	3/7/00	11	9	1012.5"
"					"
"22976863	2/28/00	3/7/00	11	10	1045.81"
"					"
"22976863	2/28/00	3/7/00	11	11	412"
"					"
"23017615	3/12/00	3/20/00	4	1	182"
"					"
"23017615	3/12/00	3/20/00	4	2	280"
"					"
"23017615	3/12/00	3/20/00	4	3	278"
"					"
"23017615	3/12/00	3/20/00	4	4	244.9"
"					"
"23020267	1/17/00	2/6/00	21	1	386.58"
"					"
"23020267	1/17/00	2/6/00	21	2	403.91"
"					"
"23020267	1/17/00	2/6/00	21	3	276.1"
"					"
"23020267	1/17/00	2/6/00	21	4	780.3"
"					"
"23020267	1/17/00	2/6/00	21	5	276.8"
"					"
"23020267	1/17/00	2/6/00	21	6	304"
"					"
"23020267	1/17/00	2/6/00	21	7	237.5"
"					"
"23020267	1/17/00	2/6/00	21	8	759.6"
"					"
"23020267	1/17/00	2/6/00	21	9	1010.52"
"					"
"23020267	1/17/00	2/6/00	21	10	389.1"
"					"
"23020267	1/17/00	2/6/00	21	11	110.5"
"					"
"23020267	1/17/00	2/6/00	21	12	593.89"
"					"
"23020267	1/17/00	2/6/00	21	13	458"
"					"
"23020267	1/17/00	2/6/00	21	14	789"
"					"
"23020267	1/17/00	2/6/00	21	15	255.8"
"					"
"23020267	1/17/00	2/6/00	21	16	285.9"
"					"
"23020267	1/17/00	2/6/00	21	17	784"
"					"
"23020267	1/17/00	2/6/00	21	18	311"
"					"
"23020267	1/17/00	2/6/00	21	19	1012.5"
"					"
"23020267	1/17/00	2/6/00	21	20	536.8"
"					"
"23020267	1/17/00	2/6/00	21	21	382.9"
"					"
"23020267	2/14/00	2/18/00	8	1	996.62"
"					"
"23020267	2/14/00	2/18/00	8	2	567.2"
"					"
"23020267	2/14/00	2/18/00	8	3	403.91"
"					"
"23020267	2/14/00	2/18/00	8	4	759.6"
"					"
"23020267	2/14/00	2/18/00	8	5	285.9"
"					"
"23020267	2/14/00	2/18/00	8	6	458.9"
"					"
"23020267	2/14/00	2/18/00	8	7	10942.6"
"					"
"23020267	2/14/00	2/18/00	8	8	1010.52"
"					"
"23020267	3/9/00	3/11/00	9	1	996.62"
"					"
"23020267	3/9/00	3/11/00	9	2	567.2"
"					"
"23020267	3/9/00	3/11/00	9	3	403.91"
"					"
"23020267	3/9/00	3/11/00	9	4	276.6"
"					"
"23020267	3/9/00	3/11/00	9	5	304.9"
"					"
"23020267	3/9/00	3/11/00	9	6	759.6"
"					"
"23020267	3/9/00	3/11/00	9	7	369.4"
"					"
"23020267	3/9/00	3/11/00	9	8	345.9"
"					"
"23020267	3/9/00	3/11/00	9	9	784"
"					"
"23020267	3/22/00	4/15/00	17	1	428"
"					"
"23020267	3/22/00	4/15/00	17	2	486"
"					"
"23020267	3/22/00	4/15/00	17	3	518.82"
"					"
"23020267	3/22/00	4/15/00	17	4	403.91"
"					"
"23020267	3/22/00	4/15/00	17	5	567.2"
"					"
"23020267	3/22/00	4/15/00	17	6	427.5"
"					"
"23020267	3/22/00	4/15/00	17	7	276.7"
"					"
"23020267	3/22/00	4/15/00	17	8	304.71"
"					"
"23020267	3/22/00	4/15/00	17	9	427.41"
"					"
"23020267	3/22/00	4/15/00	17	10	780.3"
"					"
"23020267	3/22/00	4/15/00	17	11	276.5"
"					"
"23020267	3/22/00	4/15/00	17	12	276.8"
"					"
"23020267	3/22/00	4/15/00	17	13	759.6"
"					"
"23020267	3/22/00	4/15/00	17	14	281.9"
"					"
"23020267	3/22/00	4/15/00	17	15	346.9"
"					"
"23020267	3/22/00	4/15/00	17	16	110.5"
"					"
"23020267	3/22/00	4/15/00	17	17	1015.81"
"					"
"23022001	1/16/00	1/23/00	7	1	560.81"
"					"
"23022001	1/16/00	1/23/00	7	2	425.4"
"					"
"23022001	1/16/00	1/23/00	7	3	428"
"					"
"23022001	1/16/00	1/23/00	7	4	416"
"					"
"23022001	1/16/00	1/23/00	7	5	276.5"
"					"
"23022001	1/16/00	1/23/00	7	6	414"
"					"
"23022001	1/16/00	1/23/00	7	7	1044.3"
"					"
"23022001	2/20/00	3/3/00	12	1	560.81"
"					"
"23022001	2/20/00	3/3/00	12	2	425.5"
"					"
"23022001	2/20/00	3/3/00	12	3	428"
"					"
"23022001	2/20/00	3/3/00	12	4	427.31"
"					"
"23022001	2/20/00	3/3/00	12	5	427.1"
"					"
"23022001	2/20/00	3/3/00	12	6	599"
"					"
"23022001	2/20/00	3/3/00	12	7	751"
"					"
"23022001	2/20/00	3/3/00	12	8	414"
"					"
"23022001	2/20/00	3/3/00	12	9	401.9"
"					"
"23022001	2/20/00	3/3/00	12	10	303.93"
"					"
"23022001	2/20/00	3/3/00	12	11	726.1"
"					"
"23022001	2/20/00	3/3/00	12	12	285.9"
"					"
"23022001	3/27/00	4/11/00	10	1	577"
"					"
"23022001	3/27/00	4/11/00	10	2	425.5"
"					"
"23022001	3/27/00	4/11/00	10	3	428"
"					"
"23022001	3/27/00	4/11/00	10	4	303.91"
"					"
"23022001	3/27/00	4/11/00	10	5	577.2"
"					"
"23022001	3/27/00	4/11/00	10	6	276.5"
"					"
"23022001	3/27/00	4/11/00	10	7	789.5"
"					"
"23022001	3/27/00	4/11/00	10	8	414"
"					"
"23022001	3/27/00	4/11/00	10	9	401.9"
"					"
"23022001	3/27/00	4/11/00	10	10	1012.7"
"					"
"23035639	3/6/00	3/11/00	9	1	530.8"
"					"
"23035639	3/6/00	3/11/00	9	2	280"
"					"
"23035639	3/6/00	3/11/00	9	3	599"
"					"
"23035639	3/6/00	3/11/00	9	4	560.39"
"					"
"23035639	3/6/00	3/11/00	9	5	530.2"
"					"
"23035639	3/6/00	3/11/00	9	6	332"
"					"
"23035639	3/6/00	3/11/00	9	7	294.1"
"					"
"23035639	3/6/00	3/11/00	9	8	244.9"
"					"
"23035639	3/6/00	3/11/00	9	9	41.4"
"					"
"23035711	3/17/00	3/19/00	10	1	411.1"
"					"
"23035711	3/17/00	3/19/00	10	2	250.61"
"					"
"23035711	3/17/00	3/19/00	10	3	414"
"					"
"23035711	3/17/00	3/19/00	10	4	1045.81"
"					"
"23035711	3/17/00	3/19/00	10	5	553.3"
"					"
"23035711	3/17/00	3/19/00	10	6	357.2"
"					"
"23035711	3/17/00	3/19/00	10	7	412"
"					"
"23035711	3/17/00	3/19/00	10	8	533.9"
"					"
"23035711	3/17/00	3/19/00	10	9	403.9"
"					"
"23035711	3/17/00	3/19/00	10	10	721.9"
"					"
"23051551	3/20/00	3/30/00	11	1	564"
"					"
"23051551	3/20/00	3/30/00	11	2	599"
"					"
"23051551	3/20/00	3/30/00	11	3	276.7"
"					"
"23051551	3/20/00	3/30/00	11	4	211.3"
"					"
"23051551	3/20/00	3/30/00	11	5	789"
"					"
"23051551	3/20/00	3/30/00	11	6	332"
"					"
"23051551	3/20/00	3/30/00	11	7	290.4"
"					"
"23051551	3/20/00	3/30/00	11	8	285.9"
"					"
"23051551	3/20/00	3/30/00	11	9	596.5"
"					"
"23051551	3/20/00	3/30/00	11	10	438"
"					"
"23051551	3/20/00	3/30/00	11	11	41"
"					"
"23079079	3/25/00	3/27/00	11	1	428"
"					"
"23079079	3/25/00	3/27/00	11	2	276.6"
"					"
"23079079	3/25/00	3/27/00	11	3	403.91"
"					"
"23079079	3/25/00	3/27/00	11	4	276.1"
"					"
"23079079	3/25/00	3/27/00	11	5	250.61"
"					"
"23079079	3/25/00	3/27/00	11	6	250.51"
"					"
"23079079	3/25/00	3/27/00	11	7	567.9"
"					"
"23079079	3/25/00	3/27/00	11	8	357.2"
"					"
"23079079	3/25/00	3/27/00	11	9	362.01"
"					"
"23079079	3/25/00	3/27/00	11	10	438"
"					"
"23079079	3/25/00	3/27/00	11	11	781"
"					"
"23081275	3/28/00	3/30/00	2	1	656.11"
"					"
"23081275	3/28/00	3/30/00	2	2	1027"
"					"
"23091421	1/30/00	2/3/00	9	1	642.31"
"					"
"23091421	1/30/00	2/3/00	9	2	648.22"
"					"
"23091421	1/30/00	2/3/00	9	3	285.1"
"					"
"23091421	1/30/00	2/3/00	9	4	641.31"
"					"
"23091421	1/30/00	2/3/00	9	5	660.31"
"					"
"23091421	1/30/00	2/3/00	9	6	661.11"
"					"
"23091421	1/30/00	2/3/00	9	7	659.21"
"					"
"23091421	1/30/00	2/3/00	9	8	666.12"
"					"
"23091421	1/30/00	2/3/00	9	9	1027"
"					"
"23118181	2/27/00	2/29/00	3	1	1030"
"					"
"23118181	2/27/00	2/29/00	3	2	748.3"
"					"
"23118181	2/27/00	2/29/00	3	3	774.6"
"					"
"23133847	3/14/00	3/15/00	6	1	553.1"
"					"
"23133847	3/14/00	3/15/00	6	2	428"
"					"
"23133847	3/14/00	3/15/00	6	3	414"
"					"
"23133847	3/14/00	3/15/00	6	4	493.9"
"					"
"23133847	3/14/00	3/15/00	6	5	401.9"
"					"
"23133847	3/14/00	3/15/00	6	6	244.9"
"					"
"23137039	3/19/00	3/22/00	3	1	998.1"
"					"
"23137039	3/19/00	3/22/00	3	2	276.5"
"					"
"23137039	3/19/00	3/22/00	3	3	285.1"
"					"
"23150851	1/8/00	1/10/00	4	1	645.01"
"					"
"23150851	1/8/00	1/10/00	4	2	662.21"
"					"
"23150851	1/8/00	1/10/00	4	3	646.11"
"					"
"23150851	1/8/00	1/10/00	4	4	1027"
"					"
"23156245	1/12/00	1/15/00	5	1	641.21"
"					"
"23156245	1/12/00	1/15/00	5	2	644.21"
"					"
"23156245	1/12/00	1/15/00	5	3	652.21"
"					"
"23156245	1/12/00	1/15/00	5	4	654.21"
"					"
"23156245	1/12/00	1/15/00	5	5	1027"
"					"
"23159443	1/9/00	1/11/00	1	1	717.83"
"					"
"23165257	1/19/00	1/21/00	2	1	569.42"
"					"
"23165257	1/19/00	1/21/00	2	2	1045.89"
"					"
"23175847	3/21/00	3/31/00	16	1	410.71"
"					"
"23175847	3/21/00	3/31/00	16	2	428"
"					"
"23175847	3/21/00	3/31/00	16	3	496"
"					"
"23175847	3/21/00	3/31/00	16	4	578.1"
"					"
"23175847	3/21/00	3/31/00	16	5	285.1"
"					"
"23175847	3/21/00	3/31/00	16	6	433.1"
"					"
"23175847	3/21/00	3/31/00	16	7	414"
"					"
"23175847	3/21/00	3/31/00	16	8	300.4"
"					"
"23175847	3/21/00	3/31/00	16	9	1012.5"
"					"
"23175847	3/21/00	3/31/00	16	10	427.89"
"					"
"23175847	3/21/00	3/31/00	16	11	458"
"					"
"23175847	3/21/00	3/31/00	16	12	412"
"					"
"23175847	3/21/00	3/31/00	16	13	403.9"
"					"
"23175847	3/21/00	3/31/00	16	14	716.9"
"					"
"23175847	3/21/00	3/31/00	16	15	275.3"
"					"
"23175847	3/21/00	3/31/00	16	16	565"
"					"
"23197675	1/17/00	1/22/00	1	1	723"
"					"
"23226883	1/19/00	2/13/00	25	1	421"
"					"
"23226883	1/19/00	2/13/00	25	2	396.3"
"					"
"23226883	1/19/00	2/13/00	25	3	428"
"					"
"23226883	1/19/00	2/13/00	25	4	425.5"
"					"
"23226883	1/19/00	2/13/00	25	5	571.2"
"					"
"23226883	1/19/00	2/13/00	25	6	303.91"
"					"
"23226883	1/19/00	2/13/00	25	7	997.1"
"					"
"23226883	1/19/00	2/13/00	25	8	427.31"
"					"
"23226883	1/19/00	2/13/00	25	9	427.32"
"					"
"23226883	1/19/00	2/13/00	25	10	276.1"
"					"
"23226883	1/19/00	2/13/00	25	11	426"
"					"
"23226883	1/19/00	2/13/00	25	12	291.2"
"					"
"23226883	1/19/00	2/13/00	25	13	276.6"
"					"
"23226883	1/19/00	2/13/00	25	14	707"
"					"
"23226883	1/19/00	2/13/00	25	15	584.5"
"					"
"23226883	1/19/00	2/13/00	25	16	276.3"
"					"
"23226883	1/19/00	2/13/00	25	17	276.8"
"					"
"23226883	1/19/00	2/13/00	25	18	599"
"					"
"23226883	1/19/00	2/13/00	25	19	287.5"
"					"
"23226883	1/19/00	2/13/00	25	20	511.9"
"					"
"23226883	1/19/00	2/13/00	25	21	263.9"
"					"
"23226883	1/19/00	2/13/00	25	22	41"
"					"
"23226883	1/19/00	2/13/00	25	23	423.9"
"					"
"23226883	1/19/00	2/13/00	25	24	572.8"
"					"
"23226883	1/19/00	2/13/00	25	25	112.2"
"					"
"23227945	2/5/00	2/10/00	12	1	428"
"					"
"23227945	2/5/00	2/10/00	12	2	427.32"
"					"
"23227945	2/5/00	2/10/00	12	3	486"
"					"
"23227945	2/5/00	2/10/00	12	4	599"
"					"
"23227945	2/5/00	2/10/00	12	5	276.7"
"					"
"23227945	2/5/00	2/10/00	12	6	511.9"
"					"
"23227945	2/5/00	2/10/00	12	7	584.9"
"					"
"23227945	2/5/00	2/10/00	12	8	412"
"					"
"23227945	2/5/00	2/10/00	12	9	1045.81"
"					"
"23227945	2/5/00	2/10/00	12	10	401.9"
"					"
"23227945	2/5/00	2/10/00	12	11	274.9"
"					"
"23227945	2/5/00	2/10/00	12	12	41.4"
"					"
"23271067	1/17/00	1/18/00	2	1	524.1"
"					"
"23271067	1/17/00	1/18/00	2	2	520.6"
"					"
"23276239	1/13/00	1/19/00	7	1	682.6"
"					"
"23276239	1/13/00	1/19/00	7	2	340"
"					"
"23276239	1/13/00	1/19/00	7	3	682.7"
"					"
"23276239	1/13/00	1/19/00	7	4	1012.7"
"					"
"23276239	1/13/00	1/19/00	7	5	298.9"
"					"
"23276239	1/13/00	1/19/00	7	6	564"
"					"
"23276239	1/13/00	1/19/00	7	7	780.4"
"					"
"23311351	1/9/00	1/13/00	4	1	218"
"					"
"23311351	1/9/00	1/13/00	4	2	218.2"
"					"
"23311351	1/9/00	1/13/00	4	3	617"
"					"
"23311351	1/9/00	1/13/00	4	4	620.2"
"					"
"23327269	2/21/00	2/23/00	3	1	661.21"
"					"
"23327269	2/21/00	2/23/00	3	2	664.01"
"					"
"23327269	2/21/00	2/23/00	3	3	1027"
"					"
"23327293	3/18/00	3/20/00	2	1	650"
"					"
"23327293	3/18/00	3/20/00	2	2	1027"
"					"
"23336425	1/22/00	1/28/00	5	1	250.9"
"					"
"23336425	1/22/00	1/28/00	5	2	723"
"					"
"23336425	1/22/00	1/28/00	5	3	721"
"					"
"23336425	1/22/00	1/28/00	5	4	1012.7"
"					"
"23336425	1/22/00	1/28/00	5	5	784.5"
"					"
"23341075	2/2/00	2/9/00	5	1	515"
"					"
"23341075	2/2/00	2/9/00	5	2	998.1"
"					"
"23341075	2/2/00	2/9/00	5	3	492"
"					"
"23341075	2/2/00	2/9/00	5	4	1010.46"
"					"
"23341075	2/2/00	2/9/00	5	5	1043.6"
"					"
"23341075	2/24/00	2/25/00	1	1	996.4"
"					"
"23343577	2/16/00	2/19/00	9	1	786.59"
"					"
"23343577	2/16/00	2/19/00	9	2	291.3"
"					"
"23343577	2/16/00	2/19/00	9	3	303.91"
"					"
"23343577	2/16/00	2/19/00	9	4	276.8"
"					"
"23343577	2/16/00	2/19/00	9	5	535.4"
"					"
"23343577	2/16/00	2/19/00	9	6	272"
"					"
"23343577	2/16/00	2/19/00	9	7	535.6"
"					"
"23343577	2/16/00	2/19/00	9	8	401.9"
"					"
"23343577	2/16/00	2/19/00	9	9	414"
"					"
"23346295	3/20/00	3/25/00	7	1	532.4"
"					"
"23346295	3/20/00	3/25/00	7	2	492.8"
"					"
"23346295	3/20/00	3/25/00	7	3	280"
"					"
"23346295	3/20/00	3/25/00	7	4	1010.11"
"					"
"23346295	3/20/00	3/25/00	7	5	401.9"
"					"
"23346295	3/20/00	3/25/00	7	6	553.3"
"					"
"23346295	3/20/00	3/25/00	7	7	530.1"
"					"
"23386867	1/24/00	1/26/00	3	1	651.01"
"					"
"23386867	1/24/00	1/26/00	3	2	652.31"
"					"
"23386867	1/24/00	1/26/00	3	3	1027.2"
"					"
"23393995	1/28/00	2/6/00	5	1	411.1"
"					"
"23393995	1/28/00	2/6/00	5	2	414"
"					"
"23393995	1/28/00	2/6/00	5	3	311"
"					"
"23393995	1/28/00	2/6/00	5	4	272"
"					"
"23393995	1/28/00	2/6/00	5	5	401.9"
"					"
"23409217	3/26/00	4/6/00	4	1	433.1"
"					"
"23409217	3/26/00	4/6/00	4	2	447.2"
"					"
"23409217	3/26/00	4/6/00	4	3	401.9"
"					"
"23409217	3/26/00	4/6/00	4	4	244.9"
"					"
"23425375	1/3/00	1/5/00	1	1	882.1"
"					"
"23432161	1/8/00	1/27/00	11	1	151.6"
"					"
"23432161	1/8/00	1/27/00	11	2	250.9"
"					"
"23432161	1/8/00	1/27/00	11	3	276.4"
"					"
"23432161	1/8/00	1/27/00	11	4	196.2"
"					"
"23432161	1/8/00	1/27/00	11	5	997.3"
"					"
"23432161	1/8/00	1/27/00	11	6	997.4"
"					"
"23432161	1/8/00	1/27/00	11	7	560.1"
"					"
"23432161	1/8/00	1/27/00	11	8	736.89"
"					"
"23432161	1/8/00	1/27/00	11	9	1012.5"
"					"
"23432161	1/8/00	1/27/00	11	10	401.9"
"					"
"23432161	1/8/00	1/27/00	11	11	402.9"
"					"
"23432161	3/1/00	3/1/00	8	1	486"
"					"
"23432161	3/1/00	3/1/00	8	2	599"
"					"
"23432161	3/1/00	3/1/00	8	3	276.5"
"					"
"23432161	3/1/00	3/1/00	8	4	250"
"					"
"23432161	3/1/00	3/1/00	8	5	401.9"
"					"
"23432161	3/1/00	3/1/00	8	6	285.9"
"					"
"23432161	3/1/00	3/1/00	8	7	736.89"
"					"
"23432161	3/1/00	3/1/00	8	8	1010.04"
"					"
"23455621	3/14/00	3/26/00	9	1	424"
"					"
"23455621	3/14/00	3/26/00	9	2	425.4"
"					"
"23455621	3/14/00	3/26/00	9	3	428"
"					"
"23455621	3/14/00	3/26/00	9	4	422.91"
"					"
"23455621	3/14/00	3/26/00	9	5	416"
"					"
"23455621	3/14/00	3/26/00	9	6	530.1"
"					"
"23455621	3/14/00	3/26/00	9	7	493.9"
"					"
"23455621	3/14/00	3/26/00	9	8	401.9"
"					"
"23455621	3/14/00	3/26/00	9	9	255.8"
"					"
"23457679	3/18/00	3/22/00	8	1	428"
"					"
"23457679	3/18/00	3/22/00	8	2	198.1"
"					"
"23457679	3/18/00	3/22/00	8	3	250.01"
"					"
"23457679	3/18/00	3/22/00	8	4	599.7"
"					"
"23457679	3/18/00	3/22/00	8	5	185"
"					"
"23457679	3/18/00	3/22/00	8	6	696.1"
"					"
"23457679	3/18/00	3/22/00	8	7	1045"
"					"
"23457679	3/18/00	3/22/00	8	8	1015.3"
"					"
"23471167	3/14/00	3/16/00	13	1	982.8"
"					"
"23471167	3/14/00	3/16/00	13	2	780.3"
"					"
"23471167	3/14/00	3/16/00	13	3	276"
"					"
"23471167	3/14/00	3/16/00	13	4	518.5"
"					"
"23471167	3/14/00	3/16/00	13	5	584.9"
"					"
"23471167	3/14/00	3/16/00	13	6	286.6"
"					"
"23471167	3/14/00	3/16/00	13	7	427.31"
"					"
"23471167	3/14/00	3/16/00	13	8	276.2"
"					"
"23471167	3/14/00	3/16/00	13	9	305"
"					"
"23471167	3/14/00	3/16/00	13	10	10950.9"
"					"
"23471167	3/14/00	3/16/00	13	11	275.4"
"					"
"23471167	3/14/00	3/16/00	13	12	293"
"					"
"23471167	3/14/00	3/16/00	13	13	458.9"
"					"
"23496559	2/21/00	2/29/00	10	1	396.2"
"					"
"23496559	2/21/00	2/29/00	10	2	492.8"
"					"
"23496559	2/21/00	2/29/00	10	3	997.1"
"					"
"23496559	2/21/00	2/29/00	10	4	427.41"
"					"
"23496559	2/21/00	2/29/00	10	5	413.9"
"					"
"23496559	2/21/00	2/29/00	10	6	414"
"					"
"23496559	2/21/00	2/29/00	10	7	345.9"
"					"
"23496559	2/21/00	2/29/00	10	8	553.3"
"					"
"23496559	2/21/00	2/29/00	10	9	443.9"
"					"
"23496559	2/21/00	2/29/00	10	10	427.69"
"					"
"23500591	1/20/00	1/22/00	1	1	1030"
"					"
"23505667	1/26/00	1/28/00	1	1	1030"
"					"
"23521783	2/14/00	2/15/00	3	1	526.81"
"					"
"23521783	2/14/00	2/15/00	3	2	214.8"
"					"
"23521783	2/14/00	2/15/00	3	3	1045.89"
"					"
"23524255	1/1/00	1/2/00	2	1	997.5"
"					"
"23524255	1/1/00	1/2/00	2	2	1010.46"
"					"
"23537545	12/31/99	1/9/00	6	1	410.71"
"					"
"23537545	12/31/99	1/9/00	6	2	427.31"
"					"
"23537545	12/31/99	1/9/00	6	3	427.32"
"					"
"23537545	12/31/99	1/9/00	6	4	276.8"
"					"
"23537545	12/31/99	1/9/00	6	5	401.9"
"					"
"23537545	12/31/99	1/9/00	6	6	414"
"					"
"23549527	3/8/00	3/10/00	5	1	648.61"
"					"
"23549527	3/8/00	3/10/00	5	2	424"
"					"
"23549527	3/8/00	3/10/00	5	3	663.81"
"					"
"23549527	3/8/00	3/10/00	5	4	661.21"
"					"
"23549527	3/8/00	3/10/00	5	5	1027"
"					"
"23563831	12/29/99	1/22/00	24	1	781.2"
"					"
"23563831	12/29/99	1/22/00	24	2	403.91"
"					"
"23563831	12/29/99	1/22/00	24	3	427.31"
"					"
"23563831	12/29/99	1/22/00	24	4	428"
"					"
"23563831	12/29/99	1/22/00	24	5	599"
"					"
"23563831	12/29/99	1/22/00	24	6	276.8"
"					"
"23563831	12/29/99	1/22/00	24	7	276.1"
"					"
"23563831	12/29/99	1/22/00	24	8	250"
"					"
"23563831	12/29/99	1/22/00	24	9	780.7"
"					"
"23563831	12/29/99	1/22/00	24	10	414"
"					"
"23563831	12/29/99	1/22/00	24	11	533.9"
"					"
"23563831	12/29/99	1/22/00	24	12	443.9"
"					"
"23563831	12/29/99	1/22/00	24	13	721.9"
"					"
"23563831	12/29/99	1/22/00	24	14	715.97"
"					"
"23563831	12/29/99	1/22/00	24	15	715.95"
"					"
"23563831	12/29/99	1/22/00	24	16	365.9"
"					"
"23563831	12/29/99	1/22/00	24	17	784.5"
"					"
"23563831	12/29/99	1/22/00	24	18	438"
"					"
"23563831	12/29/99	1/22/00	24	19	356.9"
"					"
"23563831	12/29/99	1/22/00	24	20	41.6"
"					"
"23563831	12/29/99	1/22/00	24	21	285.9"
"					"
"23563831	12/29/99	1/22/00	24	22	41.3"
"					"
"23563831	12/29/99	1/22/00	24	23	41.8"
"					"
"23563831	12/29/99	1/22/00	24	24	1045"
"					"
"23563831	1/22/00	1/24/00	9	1	403.91"
"					"
"23563831	1/22/00	1/24/00	9	2	427.31"
"					"
"23563831	1/22/00	1/24/00	9	3	425.4"
"					"
"23563831	1/22/00	1/24/00	9	4	413.9"
"					"
"23563831	1/22/00	1/24/00	9	5	715.9"
"					"
"23563831	1/22/00	1/24/00	9	6	533.9"
"					"
"23563831	1/22/00	1/24/00	9	7	250"
"					"
"23563831	1/22/00	1/24/00	9	8	1012.5"
"					"
"23563831	1/22/00	1/24/00	9	9	1045"
"					"
"23584153	1/26/00	1/30/00	5	1	661.11"
"					"
"23584153	1/26/00	1/30/00	5	2	654.21"
"					"
"23584153	1/26/00	1/30/00	5	3	660.31"
"					"
"23584153	1/26/00	1/30/00	5	4	659.11"
"					"
"23584153	1/26/00	1/30/00	5	5	1027"
"					"
"23603701	3/26/00	3/28/00	6	1	564"
"					"
"23603701	3/26/00	3/28/00	6	2	783"
"					"
"23603701	3/26/00	3/28/00	6	3	785.2"
"					"
"23603701	3/26/00	3/28/00	6	4	458"
"					"
"23603701	3/26/00	3/28/00	6	5	365.89"
"					"
"23603701	3/26/00	3/28/00	6	6	621.8"
"					"
"23632237	3/26/00	3/29/00	4	1	519.1"
"					"
"23632237	3/26/00	3/29/00	4	2	786.3"
"					"
"23632237	3/26/00	3/29/00	4	3	518.89"
"					"
"23632237	3/26/00	3/29/00	4	4	1012.7"
"					"
"23646889	1/9/00	1/15/00	7	1	414"
"					"
"23646889	1/9/00	1/15/00	7	2	413.9"
"					"
"23646889	1/9/00	1/15/00	7	3	790.2"
"					"
"23646889	1/9/00	1/15/00	7	4	553.3"
"					"
"23646889	1/9/00	1/15/00	7	5	426.11"
"					"
"23646889	1/9/00	1/15/00	7	6	530.1"
"					"
"23646889	1/9/00	1/15/00	7	7	412"
"					"
"23651767	3/22/00	3/23/00	3	1	593.4"
"					"
"23651767	3/22/00	3/23/00	3	2	591"
"					"
"23651767	3/22/00	3/23/00	3	3	153.9"
"					"
"23656885	2/13/00	2/20/00	6	1	618.2"
"					"
"23656885	2/13/00	2/20/00	6	2	997.5"
"					"
"23656885	2/13/00	2/20/00	6	3	788.6"
"					"
"23656885	2/13/00	2/20/00	6	4	401.9"
"					"
"23656885	2/13/00	2/20/00	6	5	365.9"
"					"
"23656885	2/13/00	2/20/00	6	6	1012.7"
"					"
"23664805	12/18/99	1/9/00	9	1	427.1"
"					"
"23664805	12/18/99	1/9/00	9	2	996.72"
"					"
"23664805	12/18/99	1/9/00	9	3	426.3"
"					"
"23664805	12/18/99	1/9/00	9	4	414"
"					"
"23664805	12/18/99	1/9/00	9	5	250"
"					"
"23664805	12/18/99	1/9/00	9	6	716.9"
"					"
"23664805	12/18/99	1/9/00	9	7	1045.81"
"					"
"23664805	12/18/99	1/9/00	9	8	1012.5"
"					"
"23664805	12/18/99	1/9/00	9	9	412"
"					"
"23665429	1/15/00	1/18/00	3	1	303.91"
"					"
"23665429	1/15/00	1/18/00	3	2	305.11"
"					"
"23665429	1/15/00	1/18/00	3	3	291.1"
"					"
"23671567	2/5/00	2/6/00	4	1	414"
"					"
"23671567	2/5/00	2/6/00	4	2	413.9"
"					"
"23671567	2/5/00	2/6/00	4	3	401.9"
"					"
"23671567	2/5/00	2/6/00	4	4	272"
"					"
"23680003	3/15/00	3/22/00	1	1	756.12"
"					"
"23697451	1/1/00	1/4/00	7	1	414"
"					"
"23697451	1/1/00	1/4/00	7	2	997.1"
"					"
"23697451	1/1/00	1/4/00	7	3	276.3"
"					"
"23697451	1/1/00	1/4/00	7	4	276.1"
"					"
"23697451	1/1/00	1/4/00	7	5	411.1"
"					"
"23697451	1/1/00	1/4/00	7	6	427.89"
"					"
"23697451	1/1/00	1/4/00	7	7	532.9"
"					"
