ALL
"PAT_NO	ADM_DATE	DIS_DATE	TOT_NO_DXS	OCCURRENCE	DIAGNOSIS"
"					"
"25435297	12/23/00	12/25/00	5	2	996.03"
"					"
"25435297	12/23/00	12/25/00	5	3	250.6"
"					"
"25435297	12/23/00	12/25/00	5	4	414"
"					"
"25435297	12/23/00	12/25/00	5	5	357.2"
"					"
"25437721	12/3/00	12/6/00	1	1	493.9"
"					"
"25453837	12/1/00	12/3/00	2	1	661.21"
"					"
"25453837	12/1/00	12/3/00	2	2	1027"
"					"
"25466413	12/22/00	12/23/00	2	1	807.09"
"					"
"25466413	12/22/00	12/23/00	2	2	10812"
"					"
"25487647	12/3/00	12/5/00	2	1	650"
"					"
"25487647	12/3/00	12/5/00	2	2	1027"
"					"
"25488805	10/10/00	10/11/00	2	1	786.59"
"					"
"25488805	10/10/00	10/11/00	2	2	780.2"
"					"
"25501555	10/8/00	10/12/00	7	1	420.9"
"					"
"25501555	10/8/00	10/12/00	7	2	427.31"
"					"
"25501555	10/8/00	10/12/00	7	3	162.3"
"					"
"25501555	10/8/00	10/12/00	7	4	197.7"
"					"
"25501555	10/8/00	10/12/00	7	5	198.5"
"					"
"25501555	10/8/00	10/12/00	7	6	197.2"
"					"
"25501555	10/8/00	10/12/00	7	7	197.8"
"					"
"25516009	10/1/00	10/9/00	9	1	189"
"					"
"25516009	10/1/00	10/9/00	9	2	496"
"					"
"25516009	10/1/00	10/9/00	9	3	999.2"
"					"
"25516009	10/1/00	10/9/00	9	4	204.1"
"					"
"25516009	10/1/00	10/9/00	9	5	1010.11"
"					"
"25516009	10/1/00	10/9/00	9	6	440.2"
"					"
"25516009	10/1/00	10/9/00	9	7	752.6"
"					"
"25516009	10/1/00	10/9/00	9	8	1012.5"
"					"
"25516009	10/1/00	10/9/00	9	9	285.9"
"					"
"25528855	12/17/00	12/19/00	4	1	574.1"
"					"
"25528855	12/17/00	12/19/00	4	2	997.5"
"					"
"25528855	12/17/00	12/19/00	4	3	788.2"
"					"
"25528855	12/17/00	12/19/00	4	4	716.9"
"					"
"25561501	12/18/00	12/19/00	2	1	174.1"
"					"
"25561501	12/18/00	12/19/00	2	2	196.3"
"					"
"25585039	12/19/00	12/27/00	2	1	414"
"					"
"25585039	12/19/00	12/27/00	2	2	272"
"					"
"25586971	10/11/00	10/17/00	6	1	590.1"
"					"
"25586971	10/11/00	10/17/00	6	2	287.5"
"					"
"25586971	10/11/00	10/17/00	6	3	276.5"
"					"
"25586971	10/11/00	10/17/00	6	4	414"
"					"
"25586971	10/11/00	10/17/00	6	5	401.9"
"					"
"25586971	10/11/00	10/17/00	6	6	412"
"					"
"25606915	10/1/00	10/4/00	9	1	411.1"
"					"
"25606915	10/1/00	10/4/00	9	2	496"
"					"
"25606915	10/1/00	10/4/00	9	3	518"
"					"
"25606915	10/1/00	10/4/00	9	4	414"
"					"
"25606915	10/1/00	10/4/00	9	5	272"
"					"
"25606915	10/1/00	10/4/00	9	6	244.9"
"					"
"25606915	10/1/00	10/4/00	9	7	533.9"
"					"
"25606915	10/1/00	10/4/00	9	8	285.9"
"					"
"25606915	10/1/00	10/4/00	9	9	793.1"
"					"
"25624939	12/10/00	12/12/00	2	1	650"
"					"
"25624939	12/10/00	12/12/00	2	2	1027"
"					"
"25625683	11/14/00	11/17/00	3	1	433.3"
"					"
"25625683	11/14/00	11/17/00	3	2	427.89"
"					"
"25625683	11/14/00	11/17/00	3	3	1045.81"
"					"
"25625683	12/26/00	12/28/00	1	1	433.1"
"					"
"25641565	11/13/00	11/15/00	2	1	593.3"
"					"
"25641565	11/13/00	11/15/00	2	2	185"
"					"
"25641565	12/3/00	12/5/00	5	1	996.65"
"					"
"25641565	12/3/00	12/5/00	5	2	591"
"					"
"25641565	12/3/00	12/5/00	5	3	593.3"
"					"
"25641565	12/3/00	12/5/00	5	4	185"
"					"
"25641565	12/3/00	12/5/00	5	5	285.9"
"					"
"25641667	10/19/00	11/4/00	9	1	427.32"
"					"
"25641667	10/19/00	11/4/00	9	2	867"
"					"
"25641667	10/19/00	11/4/00	9	3	284.8"
"					"
"25641667	10/19/00	11/4/00	9	4	426.13"
"					"
"25641667	10/19/00	11/4/00	9	5	285.9"
"					"
"25641667	10/19/00	11/4/00	9	6	780.7"
"					"
"25641667	10/19/00	11/4/00	9	7	365.9"
"					"
"25641667	10/19/00	11/4/00	9	8	10879.6"
"					"
"25641667	10/19/00	11/4/00	9	9	600"
"					"
"25646965	11/13/00	11/24/00	2	1	414"
"					"
"25646965	11/13/00	11/24/00	2	2	272"
"					"
"25661641	10/10/00	10/11/00	2	1	227.1"
"					"
"25661641	10/10/00	10/11/00	2	2	252"
"					"
"25671367	10/6/00	10/18/00	12	1	459.81"
"					"
"25671367	10/6/00	10/18/00	12	2	682.7"
"					"
"25671367	10/6/00	10/18/00	12	3	250.71"
"					"
"25671367	10/6/00	10/18/00	12	4	998.1"
"					"
"25671367	10/6/00	10/18/00	12	5	285.1"
"					"
"25671367	10/6/00	10/18/00	12	6	250.41"
"					"
"25671367	10/6/00	10/18/00	12	7	593.9"
"					"
"25671367	10/6/00	10/18/00	12	8	414.8"
"					"
"25671367	10/6/00	10/18/00	12	9	401.9"
"					"
"25671367	10/6/00	10/18/00	12	10	1045.3"
"					"
"25671367	10/6/00	10/18/00	12	11	1045.81"
"					"
"25671367	10/6/00	10/18/00	12	12	454.9"
"					"
"25671367	10/29/00	11/14/00	18	1	250.71"
"					"
"25671367	10/29/00	11/14/00	18	2	998.1"
"					"
"25671367	10/29/00	11/14/00	18	3	425.7"
"					"
"25671367	10/29/00	11/14/00	18	4	996.74"
"					"
"25671367	10/29/00	11/14/00	18	5	599"
"					"
"25671367	10/29/00	11/14/00	18	6	443.81"
"					"
"25671367	10/29/00	11/14/00	18	7	250.61"
"					"
"25671367	10/29/00	11/14/00	18	8	250.81"
"					"
"25671367	10/29/00	11/14/00	18	9	357.2"
"					"
"25671367	10/29/00	11/14/00	18	10	412"
"					"
"25671367	10/29/00	11/14/00	18	11	285.9"
"					"
"25671367	10/29/00	11/14/00	18	12	401.9"
"					"
"25671367	10/29/00	11/14/00	18	13	310.9"
"					"
"25671367	10/29/00	11/14/00	18	14	1045.3"
"					"
"25671367	10/29/00	11/14/00	18	15	1043.6"
"					"
"25671367	10/29/00	11/14/00	18	16	1045.81"
"					"
"25671367	10/29/00	11/14/00	18	17	1055.6"
"					"
"25671367	10/29/00	11/14/00	18	18	112.2"
"					"
"25671367	11/24/00	12/2/00	15	1	719.45"
"					"
"25671367	11/24/00	12/2/00	15	2	250.71"
"					"
"25671367	11/24/00	12/2/00	15	3	682.9"
"					"
"25671367	11/24/00	12/2/00	15	4	707.1"
"					"
"25671367	11/24/00	12/2/00	15	5	785.4"
"					"
"25671367	11/24/00	12/2/00	15	6	10888"
"					"
"25671367	11/24/00	12/2/00	15	7	310.9"
"					"
"25671367	11/24/00	12/2/00	15	8	593.9"
"					"
"25671367	11/24/00	12/2/00	15	9	596.5"
"					"
"25671367	11/24/00	12/2/00	15	10	401.9"
"					"
"25671367	11/24/00	12/2/00	15	11	443.81"
"					"
"25671367	11/24/00	12/2/00	15	12	414.8"
"					"
"25671367	11/24/00	12/2/00	15	13	1043.6"
"					"
"25671367	11/24/00	12/2/00	15	14	1045.81"
"					"
"25671367	11/24/00	12/2/00	15	15	412"
"					"
"25685107	11/5/00	11/6/00	5	1	969"
"					"
"25685107	11/5/00	11/6/00	5	2	963"
"					"
"25685107	11/5/00	11/6/00	5	3	10950.3"
"					"
"25685107	11/5/00	11/6/00	5	4	10950.4"
"					"
"25685107	11/5/00	11/6/00	5	5	296.3"
"					"
"25685107	11/6/00	11/12/00	1	1	296.3"
"					"
"25697827	12/17/00	12/19/00	4	1	641.23"
"					"
"25697827	12/17/00	12/19/00	4	2	648.93"
"					"
"25697827	12/17/00	12/19/00	4	3	644.03"
"					"
"25697827	12/17/00	12/19/00	4	4	465.9"
"					"
"25698643	12/24/00	12/27/00	2	1	661.11"
"					"
"25698643	12/24/00	12/27/00	2	2	1027"
"					"
"25714255	12/10/00	12/16/00	3	1	852.2"
"					"
"25714255	12/10/00	12/16/00	3	2	250.91"
"					"
"25714255	12/10/00	12/16/00	3	3	10888"
"					"
"25728757	10/15/00	10/19/00	9	1	996.73"
"					"
"25728757	10/15/00	10/19/00	9	2	250.41"
"					"
"25728757	10/15/00	10/19/00	9	3	585"
"					"
"25728757	10/15/00	10/19/00	9	4	780.3"
"					"
"25728757	10/15/00	10/19/00	9	5	276.7"
"					"
"25728757	10/15/00	10/19/00	9	6	997.9"
"					"
"25728757	10/15/00	10/19/00	9	7	999.9"
"					"
"25728757	10/15/00	10/19/00	9	8	1010.51"
"					"
"25728757	10/15/00	10/19/00	9	9	786.5"
"					"
"25728757	11/14/00	11/15/00	6	1	996.73"
"					"
"25728757	11/14/00	11/15/00	6	2	250.4"
"					"
"25728757	11/14/00	11/15/00	6	3	403.91"
"					"
"25728757	11/14/00	11/15/00	6	4	583.81"
"					"
"25728757	11/14/00	11/15/00	6	5	736.89"
"					"
"25728757	11/14/00	11/15/00	6	6	1043.6"
"					"
"25729327	12/7/00	12/8/00	2	1	666.12"
"					"
"25729327	12/7/00	12/8/00	2	2	1027"
"					"
"25740265	10/2/00	10/3/00	5	1	414"
"					"
"25740265	10/2/00	10/3/00	5	2	413.9"
"					"
"25740265	10/2/00	10/3/00	5	3	401.9"
"					"
"25740265	10/2/00	10/3/00	5	4	244.9"
"					"
"25740265	10/2/00	10/3/00	5	5	250"
"					"
"25740265	10/12/00	10/15/00	6	1	411.1"
"					"
"25740265	10/12/00	10/15/00	6	2	414"
"					"
"25740265	10/12/00	10/15/00	6	3	401.9"
"					"
"25740265	10/12/00	10/15/00	6	4	272"
"					"
"25740265	10/12/00	10/15/00	6	5	250"
"					"
"25740265	10/12/00	10/15/00	6	6	244.9"
"					"
"25740265	10/24/00	10/27/00	5	1	411.1"
"					"
"25740265	10/24/00	10/27/00	5	2	250.01"
"					"
"25740265	10/24/00	10/27/00	5	3	414"
"					"
"25740265	10/24/00	10/27/00	5	4	244.9"
"					"
"25740265	10/24/00	10/27/00	5	5	401.9"
"					"
"25740265	11/14/00	11/25/00	6	1	411.1"
"					"
"25740265	11/14/00	11/25/00	6	2	414"
"					"
"25740265	11/14/00	11/25/00	6	3	250"
"					"
"25740265	11/14/00	11/25/00	6	4	244.9"
"					"
"25740265	11/14/00	11/25/00	6	5	401.9"
"					"
"25740265	11/14/00	11/25/00	6	6	285.9"
"					"
"25745491	11/6/00	11/9/00	3	1	553.01"
"					"
"25745491	11/6/00	11/9/00	3	2	427.31"
"					"
"25745491	11/6/00	11/9/00	3	3	493.9"
"					"
"25748959	12/13/00	12/14/00	2	1	650"
"					"
"25748959	12/13/00	12/14/00	2	2	1027"
"					"
"25770637	12/23/00	12/24/00	2	1	574.1"
"					"
"25770637	12/23/00	12/24/00	2	2	568"
"					"
"25773631	10/13/00	10/19/00	12	1	426.13"
"					"
"25773631	10/13/00	10/19/00	12	2	599"
"					"
"25773631	10/13/00	10/19/00	12	3	276.3"
"					"
"25773631	10/13/00	10/19/00	12	4	780.3"
"					"
"25773631	10/13/00	10/19/00	12	5	710"
"					"
"25773631	10/13/00	10/19/00	12	6	41.6"
"					"
"25773631	10/13/00	10/19/00	12	7	786.09"
"					"
"25773631	10/13/00	10/19/00	12	8	427.89"
"					"
"25773631	10/13/00	10/19/00	12	9	733"
"					"
"25773631	10/13/00	10/19/00	12	10	274.9"
"					"
"25773631	10/13/00	10/19/00	12	11	780.2"
"					"
"25773631	10/13/00	10/19/00	12	12	10888"
"					"
"25796503	10/29/00	11/1/00	8	1	414"
"					"
"25796503	10/29/00	11/1/00	8	2	428"
"					"
"25796503	10/29/00	11/1/00	8	3	413.9"
"					"
"25796503	10/29/00	11/1/00	8	4	250.51"
"					"
"25796503	10/29/00	11/1/00	8	5	401.9"
"					"
"25796503	10/29/00	11/1/00	8	6	272"
"					"
"25796503	10/29/00	11/1/00	8	7	362.01"
"					"
"25796503	10/29/00	11/1/00	8	8	412"
"					"
"25818529	11/29/00	12/29/00	2	1	295.7"
"					"
"25818529	11/29/00	12/29/00	2	2	296.34"
"					"
"25826479	11/12/00	11/14/00	8	1	251.2"
"					"
"25826479	11/12/00	11/14/00	8	2	780.3"
"					"
"25826479	11/12/00	11/14/00	8	3	303.91"
"					"
"25826479	11/12/00	11/14/00	8	4	250.91"
"					"
"25826479	11/12/00	11/14/00	8	5	10932.3"
"					"
"25826479	11/12/00	11/14/00	8	6	369"
"					"
"25826479	11/12/00	11/14/00	8	7	300.4"
"					"
"25826479	11/12/00	11/14/00	8	8	401.9"
"					"
"25831747	11/11/00	11/11/00	4	1	873.42"
"					"
"25831747	11/11/00	11/11/00	4	2	10813.6"
"					"
"25831747	11/11/00	11/11/00	4	3	873.44"
"					"
"25831747	11/11/00	11/11/00	4	4	458.9"
"					"
"25852285	11/21/00	11/26/00	1	1	625.6"
"					"
"25902139	12/14/00	12/16/00	3	1	79.9"
"					"
"25902139	12/14/00	12/16/00	3	2	288"
"					"
"25902139	12/14/00	12/16/00	3	3	287.4"
"					"
"25910653	10/13/00	10/15/00	5	1	661.21"
"					"
"25910653	10/13/00	10/15/00	5	2	664.31"
"					"
"25910653	10/13/00	10/15/00	5	3	648.91"
"					"
"25910653	10/13/00	10/15/00	5	4	623.8"
"					"
"25910653	10/13/00	10/15/00	5	5	1027"
"					"
"25923865	11/12/00	12/1/00	3	1	996.74"
"					"
"25923865	11/12/00	12/1/00	3	2	444.22"
"					"
"25923865	11/12/00	12/1/00	3	3	440.2"
"					"
"25932037	11/16/00	11/22/00	11	1	599"
"					"
"25932037	11/16/00	11/22/00	11	2	250.91"
"					"
"25932037	11/16/00	11/22/00	11	3	492.8"
"					"
"25932037	11/16/00	11/22/00	11	4	428"
"					"
"25932037	11/16/00	11/22/00	11	5	585"
"					"
"25932037	11/16/00	11/22/00	11	6	38.9"
"					"
"25932037	11/16/00	11/22/00	11	7	280.9"
"					"
"25932037	11/16/00	11/22/00	11	8	780.53"
"					"
"25932037	11/16/00	11/22/00	11	9	414"
"					"
"25932037	11/16/00	11/22/00	11	10	1045.81"
"					"
"25932037	11/16/00	11/22/00	11	11	416.8"
"					"
"25945795	12/19/00	12/20/00	1	1	625.2"
"					"
"25955377	10/14/00	10/18/00	3	1	644.21"
"					"
"25955377	10/14/00	10/18/00	3	2	652.21"
"					"
"25955377	10/14/00	10/18/00	3	3	1027"
"					"
"25956883	11/6/00	11/7/00	7	1	786.5"
"					"
"25956883	11/6/00	11/7/00	7	2	250.41"
"					"
"25956883	11/6/00	11/7/00	7	3	581.81"
"					"
"25956883	11/6/00	11/7/00	7	4	250.51"
"					"
"25956883	11/6/00	11/7/00	7	5	272.4"
"					"
"25956883	11/6/00	11/7/00	7	6	240.9"
"					"
"25956883	11/6/00	11/7/00	7	7	362.01"
"					"
"25969309	10/1/00	10/8/00	8	1	440.2"
"					"
"25969309	10/1/00	10/8/00	8	2	785.4"
"					"
"25969309	10/1/00	10/8/00	8	3	250.7"
"					"
"25969309	10/1/00	10/8/00	8	4	707.1"
"					"
"25969309	10/1/00	10/8/00	8	5	401.9"
"					"
"25969309	10/1/00	10/8/00	8	6	365.9"
"					"
"25969309	10/1/00	10/8/00	8	7	414"
"					"
"25969309	10/1/00	10/8/00	8	8	412"
"					"
"25969309	10/8/00	10/29/00	5	1	997.62"
"					"
"25969309	10/8/00	10/29/00	5	2	250.7"
"					"
"25969309	10/8/00	10/29/00	5	3	443.81"
"					"
"25969309	10/8/00	10/29/00	5	4	401.9"
"					"
"25969309	10/8/00	10/29/00	5	5	365.9"
"					"
"25973767	10/16/00	10/17/00	1	1	574"
"					"
"25977181	12/12/00	12/19/00	9	1	590.1"
"					"
"25977181	12/12/00	12/19/00	9	2	38.42"
"					"
"25977181	12/12/00	12/19/00	9	3	250.9"
"					"
"25977181	12/12/00	12/19/00	9	4	427.31"
"					"
"25977181	12/12/00	12/19/00	9	5	592.1"
"					"
"25977181	12/12/00	12/19/00	9	6	591"
"					"
"25977181	12/12/00	12/19/00	9	7	401.9"
"					"
"25977181	12/12/00	12/19/00	9	8	348.3"
"					"
"25977181	12/12/00	12/19/00	9	9	708.1"
"					"
"25988269	10/25/00	10/28/00	2	1	600"
"					"
"25988269	10/25/00	10/28/00	2	2	599.6"
"					"
"25992397	10/21/00	10/22/00	1	1	454"
"					"
"26005093	12/1/00	12/3/00	4	1	664.11"
"					"
"26005093	12/1/00	12/3/00	4	2	648.91"
"					"
"26005093	12/1/00	12/3/00	4	3	493.9"
"					"
"26005093	12/1/00	12/3/00	4	4	1027"
"					"
"26007541	11/4/00	11/6/00	3	1	642.31"
"					"
"26007541	11/4/00	11/6/00	3	2	664.21"
"					"
"26007541	11/4/00	11/6/00	3	3	1027"
"					"
"26012473	12/12/00	12/14/00	2	1	664.01"
"					"
"26012473	12/12/00	12/14/00	2	2	1027"
"					"
"26015269	10/22/00	11/5/00	13	1	722.1"
"					"
"26015269	10/22/00	11/5/00	13	2	304.11"
"					"
"26015269	10/22/00	11/5/00	13	3	342.9"
"					"
"26015269	10/22/00	11/5/00	13	4	438"
"					"
"26015269	10/22/00	11/5/00	13	5	784.3"
"					"
"26015269	10/22/00	11/5/00	13	6	401.9"
"					"
"26015269	10/22/00	11/5/00	13	7	906.8"
"					"
"26015269	10/22/00	11/5/00	13	8	942.04"
"					"
"26015269	10/22/00	11/5/00	13	9	948"
"					"
"26015269	10/22/00	11/5/00	13	10	10924.8"
"					"
"26015269	10/22/00	11/5/00	13	11	10849"
"					"
"26015269	10/22/00	11/5/00	13	12	794.8"
"					"
"26015269	10/22/00	11/5/00	13	13	290.42"
"					"
"26015269	11/5/00	11/21/00	12	1	1057.89"
"					"
"26015269	11/5/00	11/21/00	12	2	70.3"
"					"
"26015269	11/5/00	11/21/00	12	3	780.7"
"					"
"26015269	11/5/00	11/21/00	12	4	942.29"
"					"
"26015269	11/5/00	11/21/00	12	5	438"
"					"
"26015269	11/5/00	11/21/00	12	6	784.3"
"					"
"26015269	11/5/00	11/21/00	12	7	787.2"
"					"
"26015269	11/5/00	11/21/00	12	8	342.9"
"					"
"26015269	11/5/00	11/21/00	12	9	310.1"
"					"
"26015269	11/5/00	11/21/00	12	10	401.9"
"					"
"26015269	11/5/00	11/21/00	12	11	112.3"
"					"
"26015269	11/5/00	11/21/00	12	12	782.1"
"					"
"26054449	10/28/00	11/2/00	5	1	205"
"					"
"26054449	10/28/00	11/2/00	5	2	1058.1"
"					"
"26054449	10/28/00	11/2/00	5	3	53.9"
"					"
"26054449	10/28/00	11/2/00	5	4	693"
"					"
"26054449	10/28/00	11/2/00	5	5	10933"
"					"
"26054449	11/15/00	11/21/00	7	1	288"
"					"
"26054449	11/15/00	11/21/00	7	2	205"
"					"
"26054449	11/15/00	11/21/00	7	3	287.4"
"					"
"26054449	11/15/00	11/21/00	7	4	276.8"
"					"
"26054449	11/15/00	11/21/00	7	5	284.8"
"					"
"26054449	11/15/00	11/21/00	7	6	53.19"
"					"
"26054449	11/15/00	11/21/00	7	7	458.9"
"					"
"26054449	12/2/00	12/7/00	4	1	1058.1"
"					"
"26054449	12/2/00	12/7/00	4	2	205.01"
"					"
"26054449	12/2/00	12/7/00	4	3	53.19"
"					"
"26054449	12/2/00	12/7/00	4	4	698.9"
"					"
"26056699	12/6/00	12/7/00	1	1	996.4"
"					"
"26063305	10/7/00	10/15/00	12	1	250.71"
"					"
"26063305	10/7/00	10/15/00	12	2	707.1"
"					"
"26063305	10/7/00	10/15/00	12	3	682.7"
"					"
"26063305	10/7/00	10/15/00	12	4	413.9"
"					"
"26063305	10/7/00	10/15/00	12	5	250.61"
"					"
"26063305	10/7/00	10/15/00	12	6	357.2"
"					"
"26063305	10/7/00	10/15/00	12	7	250.41"
"					"
"26063305	10/7/00	10/15/00	12	8	593.9"
"					"
"26063305	10/7/00	10/15/00	12	9	250.51"
"					"
"26063305	10/7/00	10/15/00	12	10	362.01"
"					"
"26063305	10/7/00	10/15/00	12	11	401.9"
"					"
"26063305	10/7/00	10/15/00	12	12	244.9"
"					"
"26072269	10/1/00	10/3/00	3	1	664.11"
"					"
"26072269	10/1/00	10/3/00	3	2	654.21"
"					"
"26072269	10/1/00	10/3/00	3	3	1027"
"					"
"26076055	10/29/00	11/12/00	3	1	295.73"
"					"
"26076055	10/29/00	11/12/00	3	2	304.03"
"					"
"26076055	10/29/00	11/12/00	3	3	345.9"
"					"
"26076055	11/25/00	12/13/00	4	1	295.7"
"					"
"26076055	11/25/00	12/13/00	4	2	309.81"
"					"
"26076055	11/25/00	12/13/00	4	3	345.9"
"					"
"26076055	11/25/00	12/13/00	4	4	389.9"
"					"
"26076919	10/11/00	10/12/00	5	1	996.73"
"					"
"26076919	10/11/00	10/12/00	5	2	250.41"
"					"
"26076919	10/11/00	10/12/00	5	3	403.91"
"					"
"26076919	10/11/00	10/12/00	5	4	496"
"					"
"26076919	10/11/00	10/12/00	5	5	244.9"
"					"
"26076919	12/5/00	12/6/00	5	1	996.73"
"					"
"26076919	12/5/00	12/6/00	5	2	250.41"
"					"
"26076919	12/5/00	12/6/00	5	3	403.91"
"					"
"26076919	12/5/00	12/6/00	5	4	496"
"					"
"26076919	12/5/00	12/6/00	5	5	412"
"					"
"26097289	10/18/00	10/22/00	7	1	276.5"
"					"
"26097289	10/18/00	10/22/00	7	2	250.51"
"					"
"26097289	10/18/00	10/22/00	7	3	250.61"
"					"
"26097289	10/18/00	10/22/00	7	4	403.91"
"					"
"26097289	10/18/00	10/22/00	7	5	787"
"					"
"26097289	10/18/00	10/22/00	7	6	362.01"
"					"
"26097289	10/18/00	10/22/00	7	7	357.2"
"					"
"26125753	10/25/00	10/28/00	2	1	414"
"					"
"26125753	10/25/00	10/28/00	2	2	410.41"
"					"
"26127505	12/17/00	12/19/00	5	1	669.81"
"					"
"26127505	12/17/00	12/19/00	5	2	663.11"
"					"
"26127505	12/17/00	12/19/00	5	3	664.01"
"					"
"26127505	12/17/00	12/19/00	5	4	654.21"
"					"
"26127505	12/17/00	12/19/00	5	5	1027"
"					"
"26127607	12/17/00	12/27/00	8	1	558.9"
"					"
"26127607	12/17/00	12/27/00	8	2	276.8"
"					"
"26127607	12/17/00	12/27/00	8	3	427.31"
"					"
"26127607	12/17/00	12/27/00	8	4	288"
"					"
"26127607	12/17/00	12/27/00	8	5	560.9"
"					"
"26127607	12/17/00	12/27/00	8	6	10931.5"
"					"
"26127607	12/17/00	12/27/00	8	7	707.8"
"					"
"26127607	12/17/00	12/27/00	8	8	569.81"
"					"
"26162659	12/5/00	12/8/00	3	1	627"
"					"
"26162659	12/5/00	12/8/00	3	2	218.9"
"					"
"26162659	12/5/00	12/8/00	3	3	621"
"					"
"26169655	11/26/00	11/28/00	2	1	664.11"
"					"
"26169655	11/26/00	11/28/00	2	2	1027"
"					"
"26178667	12/17/00	12/19/00	6	1	345.4"
"					"
"26178667	12/17/00	12/19/00	6	2	295.62"
"					"
"26178667	12/17/00	12/19/00	6	3	276.1"
"					"
"26178667	12/17/00	12/19/00	6	4	802.1"
"					"
"26178667	12/17/00	12/19/00	6	5	345"
"					"
"26178667	12/17/00	12/19/00	6	6	10885"
"					"
"26196049	10/11/00	10/21/00	9	1	648.01"
"					"
"26196049	10/11/00	10/21/00	9	2	250.81"
"					"
"26196049	10/11/00	10/21/00	9	3	251.2"
"					"
"26196049	10/11/00	10/21/00	9	4	658.11"
"					"
"26196049	10/11/00	10/21/00	9	5	654.21"
"					"
"26196049	10/11/00	10/21/00	9	6	664.21"
"					"
"26196049	10/11/00	10/21/00	9	7	660.41"
"					"
"26196049	10/11/00	10/21/00	9	8	1027"
"					"
"26196049	10/11/00	10/21/00	9	9	10932.3"
"					"
"26208685	11/5/00	11/8/00	2	1	427.31"
"					"
"26208685	11/5/00	11/8/00	2	2	1043.3"
"					"
"26219581	12/10/00	12/12/00	1	1	592.1"
"					"
"26227849	11/23/00	11/24/00	1	1	427.89"
"					"
"26227849	11/27/00	11/28/00	1	1	427.89"
"					"
"26233687	11/22/00	11/24/00	2	1	664.11"
"					"
"26233687	11/22/00	11/24/00	2	2	1027"
"					"
"26239753	10/16/00	10/18/00	2	1	641.21"
"					"
"26239753	10/16/00	10/18/00	2	2	1027"
"					"
"26264575	10/28/00	11/25/00	6	1	296.5"
"					"
"26264575	10/28/00	11/25/00	6	2	250.01"
"					"
"26264575	10/28/00	11/25/00	6	3	301.9"
"					"
"26264575	10/28/00	11/25/00	6	4	1012.5"
"					"
"26264575	10/28/00	11/25/00	6	5	278"
"					"
"26264575	10/28/00	11/25/00	6	6	244.9"
"					"
"26264575	12/3/00	12/23/00	5	1	296.5"
"					"
"26264575	12/3/00	12/23/00	5	2	250.01"
"					"
"26264575	12/3/00	12/23/00	5	3	301.9"
"					"
"26264575	12/3/00	12/23/00	5	4	278"
"					"
"26264575	12/3/00	12/23/00	5	5	716.9"
"					"
"26268313	11/29/00	12/7/00	3	1	93"
"					"
"26268313	11/29/00	12/7/00	3	2	997.5"
"					"
"26268313	11/29/00	12/7/00	3	3	788.3"
"					"
"26277715	10/22/00	10/25/00	6	1	642.41"
"					"
"26277715	10/22/00	10/25/00	6	2	659.21"
"					"
"26277715	10/22/00	10/25/00	6	3	648.81"
"					"
"26277715	10/22/00	10/25/00	6	4	660.41"
"					"
"26277715	10/22/00	10/25/00	6	5	664.21"
"					"
"26277715	10/22/00	10/25/00	6	6	1027"
"					"
"26278387	10/24/00	10/27/00	3	1	530.5"
"					"
"26278387	10/24/00	10/27/00	3	2	401.9"
"					"
"26278387	10/24/00	10/27/00	3	3	244"
"					"
"26289007	10/31/00	11/1/00	4	1	227.1"
"					"
"26289007	10/31/00	11/1/00	4	2	252"
"					"
"26289007	10/31/00	11/1/00	4	3	226"
"					"
"26289007	10/31/00	11/1/00	4	4	346.9"
"					"
"26298019	12/19/00	12/23/00	6	1	642.01"
"					"
"26298019	12/19/00	12/23/00	6	2	652.21"
"					"
"26298019	12/19/00	12/23/00	6	3	648.81"
"					"
"26298019	12/19/00	12/23/00	6	4	644.21"
"					"
"26298019	12/19/00	12/23/00	6	5	651.01"
"					"
"26298019	12/19/00	12/23/00	6	6	1027.2"
"					"
"26318131	12/5/00	12/9/00	1	1	182"
"					"
"26327485	11/27/00	11/29/00	2	1	669.51"
"					"
"26327485	11/27/00	11/29/00	2	2	1027"
"					"
"26346985	11/28/00	12/2/00	5	1	786.5"
"					"
"26346985	11/28/00	12/2/00	5	2	627.9"
"					"
"26346985	11/28/00	12/2/00	5	3	244.9"
"					"
"26346985	11/28/00	12/2/00	5	4	1064.1"
"					"
"26346985	11/28/00	12/2/00	5	5	465.9"
"					"
"26352631	10/2/00	10/3/00	2	1	650"
"					"
"26352631	10/2/00	10/3/00	2	2	1027"
"					"
"26362063	10/1/00	10/2/00	5	1	641.21"
"					"
"26362063	10/1/00	10/2/00	5	2	644.21"
"					"
"26362063	10/1/00	10/2/00	5	3	658.11"
"					"
"26362063	10/1/00	10/2/00	5	4	661.31"
"					"
"26362063	10/1/00	10/2/00	5	5	1027"
"					"
"26364049	11/4/00	11/5/00	4	1	996.73"
"					"
"26364049	11/4/00	11/5/00	4	2	250.4"
"					"
"26364049	11/4/00	11/5/00	4	3	403.91"
"					"
"26364049	11/4/00	11/5/00	4	4	583.81"
"					"
"26364049	12/6/00	12/23/00	12	1	686"
"					"
"26364049	12/6/00	12/23/00	12	2	403.91"
"					"
"26364049	12/6/00	12/23/00	12	3	250.4"
"					"
"26364049	12/6/00	12/23/00	12	4	427.31"
"					"
"26364049	12/6/00	12/23/00	12	5	996.73"
"					"
"26364049	12/6/00	12/23/00	12	6	453.8"
